project,bugId,repairActions,repairPatterns,repairTools,files,methods,classes,linesAdd,linesRem,linesMod,sizeInLines,chunks,spreadAllLines,spreadCodeOnly,mdAdd,mdRem,mdRen,mdParAdd,mdParRem,mdRetTyChange,mdParTyChange,mdModChange,mdOverride,mcAdd,mcRem,mcRepl,mcParSwap,mcParAdd,mcParRem,mcParValChange,mcMove,objInstAdd,objInstRem,objInstMod,varAdd,varRem,varRepl,exTryCatchAdd,exTryCatchRem,exThrowsAdd,exThrowsRem,condExpRed,condExpExpand,condExpMod,condBranIfAdd,condBranIfElseAdd,condBranElseAdd,condBranCaseAdd,condBranRem,assignAdd,assignRem,assignExpChange,loopAdd,loopRem,loopCondChange,loopInitVector,loopInitChange,tyChange,tyModChange,tyObj2Met,tyAdd,typImpInterf,retExpChange,retBranchAdd,retRem,wrapsIf,wrapsIfElse,wrapsElse,wrapsTryCatch,wrapsMethod,wrapsLoop,unwrapIfElse,unwrapMethod,unwrapTryCatch,condBlockExcAdd,condBlockRetAdd,condBlockOthersAdd,condBlockRem,copyPaste,missNullCheckP,missNullCheckN,expLogicExpand,expLogicReduce,expLogicMod,expArithMod,initFix,codeMove,wrongVarRef,wrongMethodRef,singleLine,constChange,notClassified,blockRemove,fixAPI,wrongComp,missComp,others,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size10+,Observations,rtAcs,rtKali,rtDynaMoth,rtGenProg,rtDeepRepair,rtCardumen,rtssFix,rtHDRepair,rtElixir,rtJAID,rtGPFL,rtNopol
Lang,6,2,3,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,X,X,X,,,
Lang,7,6,2,4,1,2,1,3,3,0,6,3,270,167,,,,,,,,,,x,x,,,,,,,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,"In one of the chunks, removes a conditional block with return.",X,,,,X,X,,,,,X,
Lang,8,5,1,0,1,2,1,1,2,0,3,3,34,14,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,,,Transformed a class attribute in local var.,,,,,,,,,,,,
Lang,9,4,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Lang,10,4,1,2,1,1,1,0,9,0,9,2,2,2,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,X,X,,,,,,
Lang,11,4,2,0,1,1,1,4,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Lang,12,5,3,0,1,1,1,7,0,0,7,3,8,7,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
Lang,13,8,4,0,1,2,1,19,0,0,19,4,30,12,,,,,,,,,,x,,,,,,,,x,,,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,,,x,,,,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
Lang,14,3,1,1,1,1,1,3,0,0,3,2,1,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,X,,,,,,
Lang,15,4,2,0,1,1,1,0,0,4,4,2,453,226,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,x,,,,,,,x,Change local var type.,,,,,,,,,,,,
Lang,16,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Lang,17,6,3,0,1,1,1,2,8,1,11,6,11,9,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,"Unwraps input.length() from ""Character.codePointCount()"" method. Unwraps ""for loop"" from else branch. Unwraps ""pos += ..."" from if-else branch.",,,,,,,,,,,,
Lang,18,3,2,0,1,1,1,2,2,1,5,2,1,1,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,An existent if-else structure is removed and a new one is placed in an action that resembles a wrap-with replacement. An aditional wrap-with-IfElse is present in IfElse-CondExp form.,,,,,,,,,,,,
Lang,19,9,5,0,1,1,1,6,0,3,9,5,38,29,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,x,x,x,,,,x,,,,,x,,,,,,,,x,,,,x,,,,,,,,,x,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,
Lang,20,4,3,1,1,2,1,0,0,2,2,2,84,27,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,"Null-Check is removed from ""buf"" initialization.",,,,,X,,,,,,,
Lang,21,2,4,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,X,,,,,
Lang,22,5,3,3,1,1,1,6,0,1,7,2,1,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,X,X,,,,,X,
Lang,23,6,1,0,1,2,1,31,0,0,31,3,196,105,x,,,,,,,,x,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,Implements equals and hascode to work with hash structures of Collections,,,,,,,,,,,,
Lang,24,1,2,6,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,X,,,,X,X,,,X,X,X,
Lang,25,1,2,0,1,1,1,0,0,27,27,1,0,0,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,x,Changes keys in a vector of type key-value.,,,,,,,,,,,,
Lang,26,1,3,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,,,,,x,,,,,,,,,,,Adds a new parameter to constructor call (call overloaded constructor),,,,,,,,,X,,,
Lang,27,4,2,2,1,1,1,3,0,1,4,2,9,9,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,X,,,,,,
Lang,28,3,1,0,1,1,1,6,0,0,6,2,1,1,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
Lang,29,1,1,0,1,1,1,0,0,1,1,1,0,0,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,x,Changes return type of method.,,,,,,,,,,,,
Lang,30,11,7,0,1,6,1,38,0,5,43,20,305,102,,,,,,,x,,,x,x,,,,,,,,,,x,,,,,,,x,x,x,x,x,,,,x,,,,,,,,,,,,,,x,,x,x,,,,,,,,,x,x,,x,,,x,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
Lang,31,4,2,0,1,1,1,8,0,0,8,4,7,5,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,Partially the same as Lang 30,,,,,,,,,,,,
Lang,32,8,5,0,1,3,1,14,5,3,22,4,427,74,,x,,,,,,,x,x,,,,,,,x,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,Applies null check using synchronized block with object lock (HashCodeBuilder.class),,,,,,,,,,,,
Lang,33,1,3,3,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,Wrap-with applied with IfElse-Expression,,,,,,,X,,X,X,,
Lang,34,3,3,0,1,2,1,0,0,2,2,2,15,3,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,x,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,
Lang,35,4,0,1,1,2,1,0,0,2,2,2,278,62,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,"Changes return of a null object to throw an Exception. The only statement of an existent ""else block"" is replaced by an exception throw.",X,,,,,,,,,,,
Lang,36,3,2,0,1,1,1,8,0,1,9,2,896,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,
Lang,37,6,2,0,1,1,1,8,0,0,8,3,2,1,,,,,,,,,,x,,,,,,,,x,,,,,,x,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
Lang,38,1,1,4,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,x,,,,,,,,,,,,,,,,X,,,,X,X,X,
Lang,39,1,2,5,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,x,,,,,,X,X,,,X,X,X,
Lang,40,6,1,0,1,1,1,7,0,1,8,1,0,0,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,
Lang,41,8,2,0,1,2,1,19,0,2,21,8,58,23,,,,,,,,,,x,,,,,,,,x,,,x,,,,,,,,x,,x,,,,,x,,,x,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,Existent condittional expression with null-check is expanded.,,,,,,,,,,,,
Lang,42,6,1,0,1,1,1,5,0,2,7,2,2,2,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,
Lang,43,1,1,3,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,X,X,X,,,
Lang,44,4,1,3,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,X,,,,,,X,,,X
Lang,45,3,1,1,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,X,,
Lang,46,4,1,0,1,6,1,3,0,7,10,9,152,82,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,
Lang,47,2,3,0,1,2,1,6,0,0,6,2,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
Lang,48,3,1,0,1,1,1,4,0,0,4,2,2,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Lang,49,4,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,
Lang,50,9,4,0,1,2,1,2,6,4,12,6,179,68,,,,,,,,,,x,x,,,,,,,x,x,,,,x,,,,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,"Replaces some existent Null-Chek, inverting postive by negative.",,,,,,,,,,,,
Lang,51,1,1,4,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"Adds a return statement that does the role of an ""else"" branch.",,,X,,,,,,X,X,,X
Lang,52,2,1,0,1,1,1,4,0,0,4,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,
Lang,53,0,3,2,1,1,1,2,2,0,4,4,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,x,,,,,,,,,,,X,,,,,,,,,X
Lang,54,4,1,0,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,
Lang,55,1,1,2,1,1,1,2,0,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,,,,,,,X,,
Lang,56,4,0,0,1,1,1,4,0,2,6,3,880,425,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,x,,,,,,Changes types modifiers and overrides method related to Serialization.,,,,,,,,,,,,
Lang,57,4,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,,Changes direct acces of an object to method call.,,,,,,,,X,X,,,
Lang,58,1,1,3,1,1,1,0,1,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,,,,,,X,,,X
Lang,59,2,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,X,,X,,,
Lang,60,2,2,0,1,2,1,0,0,2,2,2,56,21,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Lang,61,2,3,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,,,,,x,,,x,,,,,,,,,,,Changes/fix computing of a variable.,,,,,,,,,,X,,
Lang,62,2,2,0,1,1,1,8,0,0,8,4,76,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,"Added a ""break"" in ""case"" branch.",,,,,,,,,,,,
Lang,63,7,1,1,1,2,1,2,19,1,22,4,118,91,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,X,,,,,,,,,
Lang,64,7,3,0,1,2,1,21,0,0,21,5,12,2,x,,,,,,,,,x,,,,,,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,
Lang,65,5,3,0,1,1,1,30,0,0,30,8,86,50,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
Math,1,2,2,0,2,2,2,6,0,0,6,2,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,x,,,,,,,,,,,,,
Math,2,1,2,8,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,x,,,,,,,,,,,Apply a casting to returned value of an expression.,,X,X,X,X,X,,,X,,X,X
Math,3,2,1,1,1,1,1,3,0,0,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,X,,,,,,,,,,,
Math,4,2,3,2,2,2,2,6,0,0,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,"Almost a copy, the only difference is in involved variable.",X,,,,,,,,,,,X
Math,5,1,4,9,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,x,,x,x,,,,,,,x,,,,,,,,,,,,X,,X,X,X,X,,X,X,X,X,
Math,6,7,5,2,7,7,7,2,4,12,18,17,327,240,,,,,,,,,,x,,,,,,x,,,,x,,x,,,,,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,x,,x,,,x,,,,x,,,,,,,,,,,,,,A parameter value passed through the constructor during object instantiation is changed. A local variable is removed and expressions to increment it are replaced by equivalent method call.,,,,,X,X,,,,,,
Math,7,6,2,3,1,1,1,5,6,3,14,4,18,11,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,x,x,x,,x,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,Changes involving adding and removing of many loops.,,,,X,X,,,,,,,X
Math,8,3,0,5,1,1,1,0,0,2,2,2,5,4,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,Ajust the object initialization to reflect type changed.,,X,,X,X,X,,,,,X,
Math,9,4,3,0,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,x,,,,,,,,,,Replaced constructor by overloaded version. Changes object attribute value by direct assignment.,,,,,,,,,,,,
Math,10,2,1,0,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,
Math,11,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,
Math,12,3,0,0,1,0,1,3,0,1,4,3,11,3,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,imports and implements java.io.Serializable.,,,,,,,,,,,,
Math,13,7,1,0,1,1,1,9,0,0,9,2,2,2,,,,,,,,,,x,,,,,,,,x,,,x,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,Contains the patch of Math-13,,,,,,,,,,,,
Math,14,11,1,0,2,2,2,9,3,1,13,3,2,2,,,,,,,,,,x,x,,,,,,,x,,,x,,,,,,,,,,,x,,,,x,x,,x,x,,x,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
Math,15,3,2,0,1,1,1,1,0,1,2,2,1228,742,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Math,16,5,2,0,1,2,1,19,0,2,21,11,377,235,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
Math,17,3,1,0,1,1,1,4,0,0,4,2,1,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,x,,,,,,,,,,,,,
Math,18,5,2,2,1,3,1,2,0,4,6,5,60,38,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,X,X,,,,,,
Math,19,7,1,0,1,1,1,13,0,0,13,1,0,0,,,,,,,,,,x,,,,,,,,x,,,x,,,,,x,,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,
Math,20,4,2,4,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,"Adds a new return output alternative through conditional expression of the form ""exp?a:b"". Something to think: ""Is it a change in return expression, a return branch adding or both?"". For now, it is considered as both.",,,,,X,X,,,X,,X,
Math,21,5,3,0,1,1,1,4,1,9,14,6,50,31,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,
Math,22,1,1,2,2,2,2,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,,,,X,,,X,,,,
Math,23,5,1,0,1,1,1,7,0,2,9,5,124,104,,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,Call overloaded method with extra params. New variable is added with its initialization.,,,,,,,,,,,,
Math,24,2,2,3,1,1,1,0,0,2,2,2,36,34,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,X,,X,,,,,,,X
